loanamount,totaldue,termdays,referred,bank_account_type,longitude_gps,latitude_gps,bank_name_clients,employment_status_clients,age_group,payment_status,avg_credit_score,loan_approval_time_min,loan_counts,max_loan_amount,avg_loan_amount,repayment_ratio,loan_default_risk
10000.0,13000.0,30,False,Savings,3.3108071,6.4731203,GT Bank,unknown,26-35,late,418.0,61.0,2,10000.0,10000.0,1.15,0
30000.0,34500.0,30,False,Savings,6.9611633,4.8578603,GT Bank,Permanent,36-50,on_time,412.0,60.0,10,30000.0,18333.0,1.15,1
10000.0,11500.0,15,False,Savings,4.2325344,8.1407438,GT Bank,unknown,26-35,on_time,418.0,61.0,2,10000.0,10000.0,1.15,1
30000.0,34500.0,30,False,Savings,3.3028418,6.6169883,First Bank,Permanent,36-50,on_time,413.0,60.0,11,30000.0,19000.0,1.3,1
10000.0,13000.0,30,False,Savings,3.412765,6.4244417,Diamond Bank,Permanent,26-35,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,3.3610967,6.5099067,UBA,Permanent,36-50,on_time,424.0,61.0,2,10000.0,10000.0,1.3,0
10000.0,13000.0,30,False,Savings,3.9082473,7.441508,FCMB,Permanent,26-35,late,397.0,60.0,4,10000.0,10000.0,1.3,0
10000.0,11500.0,15,True,Savings,7.3578783,8.963685,FCMB,Permanent,26-35,late,404.0,61.0,2,10000.0,10000.0,1.15,0
20000.0,24500.0,30,False,Savings,6.9831649,4.794207,UBA,Permanent,26-35,on_time,413.0,60.0,4,10000.0,10000.0,1.15,0
10000.0,13000.0,30,False,Current,5.7996251,5.5048745,GT Bank,Permanent,36-50,late,402.0,60.0,2,10000.0,10000.0,1.3,0
20000.0,24500.0,30,False,Savings,3.0805183,6.510745,First Bank,Permanent,51-65,on_time,423.0,60.0,4,10000.0,10000.0,1.3,0
20000.0,24500.0,30,False,Other,4.8757767,6.7471937,Zenith Bank,Self-Employed,36-50,late,421.0,60.0,7,20000.0,11667.0,1.15,1
40000.0,48000.0,60,False,Other,3.8373823,7.3992191,EcoBank,Permanent,36-50,late,414.0,60.0,9,30000.0,21875.0,1.3,1
10000.0,13000.0,30,False,Savings,3.5545732,6.4631055,GT Bank,Permanent,36-50,late,416.0,60.0,2,10000.0,10000.0,1.3,1
20000.0,24500.0,30,False,Other,3.5875914,6.5000504,GT Bank,Permanent,36-50,late,413.0,60.0,6,20000.0,12000.0,1.3,1
30000.0,34500.0,30,False,Other,7.0738786,6.1392871,Diamond Bank,Self-Employed,26-35,late,418.0,60.0,8,30000.0,20000.0,1.3,1
30000.0,34500.0,30,False,Other,6.1123276,4.9747823,Diamond Bank,Permanent,26-35,on_time,413.0,60.0,10,30000.0,15556.0,1.14,1
40000.0,44000.0,30,False,Savings,7.917136666666666,5.023743333333333,UBA,Permanent,36-50,on_time,413.0,60.0,12,40000.0,25455.0,1.15,0
30000.0,34500.0,30,False,Savings,4.7172445,8.1531305,UBA,Permanent,36-50,on_time,420.0,60.0,6,20000.0,14000.0,1.19,1
10000.0,13000.0,30,True,Savings,6.7328413,7.8058752,GT Bank,unknown,36-50,late,424.0,61.0,2,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,7.504385,8.9776917,GT Bank,Permanent,36-50,on_time,422.0,60.0,3,10000.0,10000.0,1.3,1
10000.0,13000.0,30,True,Savings,3.3317517,6.5511483,GT Bank,Permanent,36-50,on_time,417.0,60.0,3,10000.0,10000.0,1.15,1
10000.0,11500.0,15,False,Savings,3.3233103,6.4636935,GT Bank,Permanent,36-50,late,394.0,60.0,6,10000.0,10000.0,1.15,1
10000.0,13000.0,30,False,Savings,13.1637493,11.8532282,UBA,Permanent,36-50,late,404.0,60.0,2,10000.0,10000.0,1.15,1
20000.0,24500.0,30,False,Savings,5.9718722,5.507792,UBA,Permanent,36-50,late,421.0,60.0,4,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,3.3617247,6.5103095,UBA,Permanent,36-50,on_time,424.0,60.0,2,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,7.1544779,4.7179447,Access Bank,Permanent,26-35,late,424.0,61.0,2,10000.0,10000.0,1.3,1
10000.0,11500.0,15,False,Savings,-4.0021548,5.3926528,Diamond Bank,Permanent,36-50,on_time,416.0,60.0,3,10000.0,10000.0,1.15,1
20000.0,24500.0,30,False,Savings,5.6258834,6.3411578,Diamond Bank,Permanent,36-50,on_time,417.0,106.0,4,10000.0,10000.0,1.15,1
10000.0,13000.0,30,False,Savings,3.3607768,6.5453099,Stanbic IBTC,Permanent,36-50,late,416.0,61.0,2,10000.0,10000.0,1.3,1
30000.0,34500.0,30,False,Savings,3.8590087,7.3511715,GT Bank,Permanent,36-50,on_time,416.0,60.0,7,20000.0,15000.0,1.225,1
10000.0,11500.0,15,False,Savings,3.3344942,6.608982,EcoBank,Permanent,36-50,late,415.0,60.0,4,10000.0,10000.0,1.15,1
10000.0,11500.0,15,True,Savings,3.4229723,6.4652291,First Bank,Permanent,36-50,late,413.0,60.0,4,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,3.8680342,7.3319262,GT Bank,Permanent,51-65,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,3.4444807,6.456003,GT Bank,unknown,36-50,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
10000.0,11125.0,15,False,Savings,4.5829176,8.4836757,UBA,Permanent,26-35,on_time,416.0,60.0,6,20000.0,13000.0,1.225,1
30000.0,34500.0,30,False,Other,6.708508,6.2119155,First Bank,Unemployed,36-50,on_time,418.0,60.0,5,30000.0,17500.0,1.225,1
10000.0,13000.0,30,True,Savings,3.3670649,6.6756487,GT Bank,unknown,51-65,late,418.0,61.0,2,10000.0,10000.0,1.15,1
10000.0,13000.0,30,False,Savings,7.9492409,5.0326067,GT Bank,unknown,36-50,on_time,424.0,60.0,2,10000.0,10000.0,1.3,0
20000.0,24500.0,30,True,Savings,7.8068282,7.1556289,UBA,Permanent,26-35,on_time,418.0,60.0,5,20000.0,12500.0,1.225,1
40000.0,48000.0,60,False,Savings,3.3376422,6.5963168,GT Bank,Permanent,51-65,on_time,416.0,60.0,13,40000.0,22917.0,1.225,1
40000.0,44000.0,30,False,Other,7.0086866,4.7544069,UBA,Self-Employed,36-50,on_time,411.0,60.0,15,40000.0,28571.0,1.1125,0
15000.0,18375.0,30,False,Other,3.8664636,7.3297443,UBA,Permanent,36-50,late,410.0,60.0,5,10000.0,10000.0,1.3,1
10000.0,11500.0,15,True,Savings,3.2427249,6.7076543,First Bank,Permanent,36-50,on_time,418.0,60.0,2,10000.0,10000.0,1.15,1
20000.0,24500.0,30,False,Savings,3.2967479,6.5900124,GT Bank,Permanent,36-50,on_time,423.0,60.0,4,10000.0,10000.0,1.3,1
20000.0,24500.0,30,False,Savings,3.4256559,6.6094435,GT Bank,Permanent,26-35,on_time,425.0,60.0,3,10000.0,10000.0,1.3,1
10000.0,13000.0,30,True,Savings,8.733875,5.9654683,Zenith Bank,Permanent,36-50,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
15000.0,16125.0,15,False,Other,3.3722135,6.4455301,Unity Bank,Unemployed,26-35,late,419.0,60.0,6,30000.0,18000.0,1.225,1
10000.0,13000.0,30,False,Savings,3.3379693,6.7246877,Skye Bank,Permanent,36-50,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
30000.0,34500.0,30,False,Savings,3.5053559,6.6193048,Diamond Bank,Permanent,36-50,on_time,415.0,60.0,11,30000.0,22000.0,1.19,1
10000.0,13000.0,30,False,Savings,7.4497878,9.0695865,Diamond Bank,Permanent,36-50,on_time,424.0,60.0,2,10000.0,10000.0,1.3,1
20000.0,24500.0,30,True,Savings,3.2221441,6.7652861,First Bank,Permanent,26-35,on_time,420.0,60.0,3,10000.0,10000.0,1.3,1
30000.0,39000.0,60,False,Other,7.4147306,10.5361755,GT Bank,Permanent,36-50,on_time,418.0,61.0,8,30000.0,17857.0,1.225,1
10000.0,13000.0,30,True,Savings,3.36972,6.5498723,First Bank,Permanent,36-50,on_time,424.0,60.0,2,10000.0,10000.0,1.3,1
10000.0,11500.0,15,False,Savings,3.382268,6.4747499,Stanbic IBTC,Permanent,36-50,on_time,416.0,60.0,3,10000.0,10000.0,1.15,1
10000.0,13000.0,30,False,Other,7.4666976,9.0823239,First Bank,Permanent,36-50,on_time,409.0,60.0,7,10000.0,10000.0,1.3,1
10000.0,12250.0,30,False,Savings,3.210454,6.5239779,UBA,Self-Employed,36-50,late,421.0,60.0,4,10000.0,10000.0,1.3,1
10000.0,11500.0,15,False,Savings,3.3088351,7.1189564,Zenith Bank,unknown,36-50,on_time,418.0,60.0,2,10000.0,10000.0,1.15,1
10000.0,11500.0,15,False,Savings,3.6264466,6.4635102,First Bank,Permanent,26-35,on_time,405.0,61.0,3,10000.0,10000.0,1.3,0
40000.0,48000.0,60,False,Savings,3.3708567,6.4853345,GT Bank,Self-Employed,36-50,late,412.0,60.0,14,40000.0,24615.0,1.1466666666666667,0
50000.0,55000.0,60,False,Savings,7.4667515,10.4433891,GT Bank,Self-Employed,36-50,on_time,413.0,60.0,17,50000.0,32500.0,1.1466666666666667,0
10000.0,13000.0,30,False,Savings,3.351668,6.5979966,GT Bank,Permanent,36-50,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
10000.0,12250.0,30,False,Other,3.9690267,7.3532833,FCMB,Permanent,36-50,late,414.0,60.0,10,30000.0,15556.0,1.3,1
20000.0,24000.0,30,False,Savings,3.331179,6.6524866,GT Bank,Permanent,26-35,on_time,409.0,119.0,5,10000.0,10000.0,1.15,1
10000.0,13000.0,30,False,Other,6.2769583,7.0569483,Fidelity Bank,unknown,26-35,on_time,418.0,61.0,2,10000.0,10000.0,1.15,1
10000.0,13000.0,30,False,Savings,6.4375967,7.9230817,GT Bank,Permanent,36-50,on_time,418.0,61.0,2,10000.0,10000.0,1.15,1
10000.0,11500.0,30,False,Savings,6.21956,6.2547365,EcoBank,unknown,36-50,late,421.0,60.0,7,20000.0,13333.0,1.225,1
20000.0,24500.0,30,False,Savings,7.5492671,8.9475868,Access Bank,unknown,36-50,on_time,419.0,60.0,5,20000.0,12500.0,1.15,1
10000.0,13000.0,30,False,Savings,5.5599434,6.3235968,GT Bank,Permanent,36-50,late,418.0,60.0,3,10000.0,10000.0,1.3,0
10000.0,13000.0,30,False,Savings,4.5845302,8.4983666,GT Bank,Permanent,26-35,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
10000.0,11500.0,15,True,Savings,3.3048492,6.4599566,Zenith Bank,unknown,36-50,on_time,418.0,60.0,2,10000.0,10000.0,1.15,1
30000.0,34500.0,30,False,Savings,3.3871478,6.4569657,Fidelity Bank,Permanent,26-35,on_time,414.0,60.0,13,30000.0,13750.0,1.15,1
10000.0,13000.0,30,False,Savings,7.6268421,7.4188221,UBA,Permanent,36-50,on_time,424.0,60.0,2,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,3.9725148,6.7700157,Skye Bank,Permanent,36-50,on_time,419.0,61.0,3,10000.0,10000.0,1.15,1
20000.0,22250.0,15,False,Savings,3.9915101,7.3840518,Access Bank,unknown,36-50,on_time,417.0,60.0,4,20000.0,13333.0,1.1125,1
30000.0,34500.0,30,False,Savings,3.8743354,7.4196275,First Bank,Permanent,36-50,on_time,416.0,60.0,8,30000.0,15714.0,1.1125,1
30000.0,34500.0,30,False,Other,7.3286449,9.1405756,UBA,Permanent,36-50,on_time,416.0,60.0,10,30000.0,17778.0,1.19,1
20000.0,24500.0,30,False,Savings,3.8302686,7.3841659,GT Bank,Permanent,26-35,on_time,421.0,60.0,4,10000.0,10000.0,1.3,0
10000.0,11500.0,15,False,Savings,3.3639067,6.5217261,First Bank,Permanent,36-50,late,414.0,60.0,3,10000.0,10000.0,1.3,0
30000.0,39000.0,60,False,Savings,4.5613203,8.484654,GT Bank,Permanent,26-35,on_time,414.0,60.0,8,30000.0,17143.0,1.1125,1
10000.0,11500.0,15,True,Savings,3.3296052,6.5421863,First Bank,Permanent,36-50,on_time,418.0,60.0,2,10000.0,10000.0,1.15,1
10000.0,13000.0,30,True,Savings,8.9873599,7.3218855,Zenith Bank,Student,26-35,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Other,8.0873382,5.8272437,First Bank,Permanent,36-50,late,408.0,60.0,9,20000.0,12500.0,1.225,1
20000.0,22250.0,15,False,Savings,3.355794,6.613644,GT Bank,Permanent,26-35,on_time,412.0,60.0,13,20000.0,13333.0,1.1125,0
10000.0,11500.0,15,False,Savings,3.5060009,6.6315192,Wema Bank,unknown,36-50,on_time,416.0,60.0,3,10000.0,10000.0,1.15,1
10000.0,13000.0,30,False,Savings,3.3175571,6.4775651,Diamond Bank,Permanent,36-50,on_time,424.0,60.0,2,10000.0,10000.0,1.3,1
40000.0,44000.0,30,False,Savings,6.7137798,6.1986157,Access Bank,Permanent,36-50,on_time,415.0,60.0,11,40000.0,20000.0,1.1466666666666667,1
10000.0,13000.0,30,False,Savings,3.3501381,6.5983164,Access Bank,Permanent,26-35,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,6.3217764,4.9315309,Access Bank,Permanent,36-50,late,409.0,60.0,7,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,7.5204999,6.3761187,GT Bank,unknown,36-50,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,3.4625068,6.4471128,GT Bank,Permanent,36-50,late,416.0,60.0,7,10000.0,10000.0,1.3,1
10000.0,13000.0,30,True,Savings,3.2509769,6.4531837,Zenith Bank,Permanent,36-50,late,426.0,60.0,3,10000.0,10000.0,1.3,1
30000.0,34500.0,30,False,Savings,-95.7370579,29.7846221,GT Bank,unknown,26-35,on_time,415.0,60.0,8,30000.0,17143.0,1.15,1
10000.0,13000.0,30,False,Savings,3.5976917,6.65205,Access Bank,Permanent,36-50,late,390.0,60.0,2,10000.0,10000.0,1.15,1
10000.0,13000.0,30,False,Savings,3.3781128,6.5096069,GT Bank,Permanent,51-65,late,430.0,61.0,2,10000.0,10000.0,1.3,0
10000.0,13000.0,30,False,Savings,7.4735045,9.0113374,Zenith Bank,unknown,36-50,on_time,424.0,60.0,2,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,3.38638,7.1638033,GT Bank,Permanent,36-50,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
30000.0,34500.0,30,False,Other,5.2231107,13.0662385,First Bank,Permanent,51-65,on_time,415.0,60.0,9,30000.0,16250.0,1.15,1
10000.0,13000.0,30,False,Other,3.3866107,6.4745859,GT Bank,Permanent,36-50,on_time,416.0,60.0,6,10000.0,10000.0,1.15,0
30000.0,34500.0,30,False,Savings,4.5931051,8.4854136,First Bank,Permanent,36-50,on_time,414.0,60.0,8,20000.0,15714.0,1.15,1
10000.0,11500.0,15,False,Other,6.2659746,4.9365777,Diamond Bank,Permanent,36-50,late,398.0,60.0,5,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,7.0642505,6.2236508,Diamond Bank,Permanent,26-35,late,416.0,60.0,2,10000.0,10000.0,1.3,0
10000.0,13000.0,30,False,Savings,3.5147187,6.6412196,GT Bank,Self-Employed,36-50,late,402.0,61.0,2,10000.0,10000.0,1.3,0
30000.0,34500.0,30,False,Other,3.8940664,7.4473876,FCMB,Self-Employed,36-50,on_time,418.0,60.0,8,30000.0,17143.0,1.15,0
10000.0,13000.0,30,False,Savings,5.1736753,7.2089714,GT Bank,Student,26-35,late,402.0,61.0,2,10000.0,10000.0,1.3,0
10000.0,13000.0,30,False,Savings,6.478157,7.1035434,Zenith Bank,Permanent,36-50,late,430.0,60.0,2,10000.0,10000.0,1.3,0
10000.0,13000.0,30,False,Savings,3.882872,7.4382867,Wema Bank,Permanent,36-50,on_time,415.0,61.0,3,10000.0,10000.0,1.15,0
10000.0,11500.0,15,False,Savings,7.1213006,4.7956775,EcoBank,Permanent,36-50,on_time,418.0,60.0,2,5000.0,5000.0,1.15,1
10000.0,13000.0,30,False,Savings,3.6182422,6.4738861,GT Bank,Permanent,36-50,on_time,419.0,60.0,3,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Other,3.474824,6.4343964,Zenith Bank,Permanent,36-50,on_time,422.0,61.0,3,10000.0,10000.0,1.3,1
30000.0,33000.0,30,False,Savings,7.4457414,8.9845605,Diamond Bank,Permanent,26-35,on_time,411.0,61.0,11,30000.0,19000.0,1.15,1
40000.0,48000.0,60,False,Other,3.3144404,6.6769796,GT Bank,Permanent,26-35,on_time,414.0,61.0,13,40000.0,18583.0,1.1,1
40000.0,48000.0,60,False,Other,3.4169414,6.4234449,Diamond Bank,Permanent,36-50,on_time,406.0,60.0,10,40000.0,21111.0,1.15,1
10000.0,12250.0,30,False,Other,3.3413629,6.5618182,GT Bank,Self-Employed,36-50,late,416.0,60.0,5,10000.0,10000.0,1.225,1
10000.0,11500.0,15,False,Savings,7.6388622,9.0007978,Fidelity Bank,Permanent,51-65,late,430.0,61.0,2,10000.0,10000.0,1.3,1
10000.0,13000.0,30,True,Savings,7.2496093,8.9665187,Diamond Bank,Permanent,36-50,on_time,424.0,73.0,2,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,3.2780108,6.6121573,Fidelity Bank,unknown,36-50,on_time,424.0,60.0,2,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,3.2456347,6.5937024,First Bank,Permanent,26-35,on_time,418.0,61.0,2,10000.0,10000.0,1.15,1
10000.0,13000.0,30,False,Other,3.92971,7.3976684,GT Bank,unknown,36-50,late,425.0,232.0,3,10000.0,10000.0,1.3,1
10000.0,11500.0,15,False,Savings,3.4009947,6.4595274,Heritage Bank,unknown,36-50,late,401.0,60.0,4,10000.0,10000.0,1.15,1
10000.0,11500.0,15,False,Savings,3.4383217,7.1866583,GT Bank,unknown,36-50,late,418.0,61.0,2,10000.0,10000.0,1.15,1
10000.0,11500.0,15,True,Savings,3.3154009,6.6376746,GT Bank,unknown,36-50,late,403.0,60.0,3,10000.0,10000.0,1.15,0
10000.0,13000.0,30,True,Savings,5.7252383,4.505915,GT Bank,Permanent,36-50,on_time,418.0,61.0,2,10000.0,10000.0,1.15,1
20000.0,24500.0,30,True,Savings,3.3634443,6.6082675,GT Bank,Permanent,36-50,on_time,421.0,60.0,4,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,7.4197283,9.11413,GT Bank,Permanent,51-65,on_time,430.0,61.0,2,10000.0,10000.0,1.3,0
20000.0,24500.0,30,False,Savings,3.1693374,6.4580185,GT Bank,Permanent,36-50,on_time,421.0,60.0,4,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Other,3.3611967,6.4868665,Zenith Bank,Permanent,36-50,late,407.0,60.0,3,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,7.3791755,10.5052245,EcoBank,Permanent,36-50,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
50000.0,55000.0,60,False,Other,4.5932425,8.4654433,GT Bank,Student,26-35,on_time,410.0,60.0,18,50000.0,25588.0,1.12,0
10000.0,13000.0,30,False,Savings,3.3343336,6.5223702,Union Bank,Permanent,36-50,late,416.0,60.0,2,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,3.3245183,6.6410667,Access Bank,Permanent,26-35,on_time,418.0,61.0,2,10000.0,10000.0,1.15,1
10000.0,11500.0,15,False,Other,3.8745981,7.3224048,Skye Bank,Self-Employed,26-35,late,410.0,61.0,6,20000.0,12000.0,1.29,1
10000.0,13000.0,30,False,Savings,3.2905898,6.6120747,EcoBank,Permanent,26-35,on_time,424.0,60.0,2,10000.0,10000.0,1.3,1
10000.0,13000.0,30,True,Savings,3.2754954,6.5948414,GT Bank,Permanent,26-35,on_time,418.0,61.0,2,10000.0,10000.0,1.15,1
10000.0,13000.0,30,False,Savings,7.0015392,4.8157805,Diamond Bank,Permanent,36-50,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
20000.0,24500.0,30,False,Savings,3.3705654,6.6030812,UBA,Permanent,36-50,late,412.0,60.0,5,10000.0,10000.0,1.15,1
10000.0,13000.0,30,False,Savings,6.3713092,4.9798162,Unity Bank,Permanent,36-50,late,402.0,60.0,2,10000.0,10000.0,1.3,1
10000.0,11500.0,15,False,Savings,3.520406,6.6335109,GT Bank,Permanent,36-50,late,416.0,61.0,2,10000.0,10000.0,1.3,0
10000.0,13000.0,30,False,Savings,3.3243535,6.5182374,GT Bank,unknown,51-65,late,418.0,61.0,2,10000.0,10000.0,1.15,1
10000.0,13000.0,30,True,Savings,3.5826928,6.4858859,GT Bank,Permanent,36-50,on_time,423.0,60.0,3,10000.0,10000.0,1.3,1
10000.0,13000.0,30,True,Savings,3.4045763,7.1807758,Stanbic IBTC,unknown,36-50,late,424.0,60.0,2,10000.0,10000.0,1.3,1
10000.0,11500.0,15,True,Savings,7.4886887,9.0104309,Zenith Bank,Permanent,36-50,on_time,417.0,61.0,3,10000.0,10000.0,1.15,1
20000.0,24500.0,30,False,Savings,5.7872427,7.5262206,First Bank,Permanent,36-50,on_time,423.0,60.0,4,10000.0,10000.0,1.3,1
10000.0,13000.0,30,True,Savings,4.5851395,8.4470865,GT Bank,unknown,36-50,on_time,418.0,61.0,2,10000.0,10000.0,1.15,1
10000.0,13000.0,30,True,Savings,3.3134829,6.6161733,Zenith Bank,Permanent,36-50,late,426.0,60.0,3,10000.0,10000.0,1.3,0
10000.0,13000.0,30,False,Savings,3.8994237,7.5151017,GT Bank,Permanent,36-50,late,402.0,61.0,2,10000.0,10000.0,1.3,1
15000.0,18375.0,30,False,Savings,6.6790383,12.16297,Diamond Bank,Permanent,36-50,on_time,419.0,60.0,4,10000.0,10000.0,1.15,0
10000.0,12250.0,30,False,Savings,3.3531857,6.4815092,First Bank,Permanent,26-35,on_time,420.0,60.0,5,20000.0,12500.0,1.175,1
40000.0,44000.0,30,False,Savings,7.0671256,5.4567781,Diamond Bank,Permanent,36-50,on_time,415.0,60.0,15,40000.0,24286.0,1.19,0
10000.0,13000.0,30,False,Savings,3.3836108,6.5926307,GT Bank,unknown,26-35,late,411.0,60.0,4,10000.0,10000.0,1.3,0
10000.0,13000.0,30,False,Savings,7.5651808,9.0249811,GT Bank,Permanent,36-50,late,416.0,60.0,2,10000.0,10000.0,1.3,0
20000.0,24500.0,30,False,Savings,3.9497481,7.4019511,First Bank,unknown,36-50,late,417.0,60.0,6,20000.0,14000.0,1.19,0
20000.0,24500.0,30,False,Savings,3.9144677,7.3799548,GT Bank,Permanent,36-50,late,410.0,60.0,4,15000.0,10333.0,1.1116666666666666,0
40000.0,48000.0,60,False,Savings,7.0362342,5.7945182,FCMB,Self-Employed,36-50,on_time,416.0,60.0,12,40000.0,24091.0,1.2,1
30000.0,34500.0,30,False,Other,3.2798974,6.5678238,GT Bank,Permanent,36-50,on_time,412.0,60.0,12,40000.0,20545.0,1.1116666666666666,1
10000.0,13000.0,30,False,Other,3.2450799,6.6266305,GT Bank,Permanent,36-50,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
40000.0,48000.0,60,False,Other,3.6083256,6.4817141,GT Bank,Self-Employed,36-50,late,414.0,60.0,10,40000.0,24444.0,1.19,1
30000.0,34500.0,30,False,Savings,7.4386425,9.0622105,GT Bank,unknown,36-50,on_time,414.0,61.0,8,30000.0,17143.0,1.15,0
20000.0,22250.0,15,True,Savings,7.3928096,9.1249753,Zenith Bank,Permanent,36-50,on_time,418.0,60.0,5,20000.0,12500.0,1.15,1
10000.0,13000.0,30,True,Savings,3.3658067,6.5536744,Access Bank,Permanent,36-50,on_time,419.0,60.0,3,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,4.5641452,8.4678303,GT Bank,Permanent,36-50,late,424.0,60.0,2,10000.0,10000.0,1.3,1
10000.0,11500.0,15,False,Savings,7.4917332,9.0522089,Access Bank,Permanent,36-50,on_time,418.0,60.0,2,10000.0,10000.0,1.15,1
10000.0,13000.0,30,True,Savings,7.4185624,8.9964779,UBA,unknown,26-35,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
10000.0,11500.0,15,True,Savings,3.2642226,6.6165615,UBA,unknown,36-50,on_time,418.0,61.0,2,10000.0,10000.0,1.15,1
10000.0,11500.0,15,True,Savings,3.5516978,6.4491934,GT Bank,Permanent,36-50,on_time,417.0,60.0,3,10000.0,10000.0,1.15,1
30000.0,34500.0,30,False,Savings,5.1631291,7.6615534,Wema Bank,Student,26-35,on_time,422.0,60.0,5,30000.0,16250.0,1.3,1
30000.0,34500.0,30,False,Other,3.7149345,6.475447,UBA,Self-Employed,51-65,on_time,417.0,60.0,8,30000.0,18571.0,1.2266666666666666,1
40000.0,44000.0,30,False,Other,3.3680517,6.5974433,UBA,Permanent,36-50,on_time,414.0,60.0,17,40000.0,28438.0,1.075,1
10000.0,13000.0,30,False,Savings,7.0123075,4.7530532,GT Bank,Permanent,26-35,late,430.0,60.0,2,10000.0,10000.0,1.3,0
20000.0,24500.0,30,False,Other,3.4017392,6.5300539,GT Bank,Self-Employed,51-65,late,409.0,60.0,9,20000.0,15000.0,1.3,0
15000.0,17250.0,30,False,Other,5.2526915,7.7112243,UBA,Student,26-35,late,408.0,60.0,8,25000.0,14286.0,1.15,0
10000.0,11500.0,15,False,Savings,7.354416,8.9625008,First Bank,unknown,36-50,on_time,418.0,61.0,2,10000.0,10000.0,1.15,0
40000.0,44000.0,30,False,Other,3.9055086,7.4347464,GT Bank,Permanent,36-50,late,413.0,60.0,12,40000.0,23636.0,1.1466666666666667,1
40000.0,48000.0,60,False,Other,3.3470922,6.5940191,GT Bank,Permanent,26-35,on_time,414.0,60.0,12,40000.0,25455.0,1.3,1
50000.0,52500.0,30,False,Savings,7.3755687,9.1512519,Zenith Bank,Permanent,36-50,on_time,416.0,60.0,15,50000.0,29286.0,1.12,1
30000.0,34500.0,30,False,Other,3.1839732,6.4763655,UBA,Permanent,36-50,late,407.0,60.0,11,30000.0,17000.0,1.15,1
10000.0,13000.0,30,False,Savings,6.7086242,6.2140277,GT Bank,Permanent,36-50,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
10000.0,11500.0,15,False,Savings,7.6149762,13.0015512,First Bank,Permanent,36-50,on_time,416.0,60.0,3,10000.0,10000.0,1.15,1
10000.0,13000.0,30,False,Savings,11.3448923,8.9465271,First Bank,unknown,51-65,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
30000.0,34500.0,30,False,Savings,3.8714162,7.3578041,First Bank,unknown,36-50,on_time,414.0,60.0,7,20000.0,15000.0,1.1125,0
10000.0,13000.0,30,True,Savings,3.3831772,6.5277565,Zenith Bank,Unemployed,36-50,late,404.0,61.0,2,10000.0,10000.0,1.15,1
20000.0,24500.0,30,False,Savings,3.3257981,6.5170413,GT Bank,Permanent,36-50,on_time,418.0,60.0,5,20000.0,12500.0,1.15,1
10000.0,12250.0,30,False,Savings,7.0662036,8.9579543,GT Bank,Permanent,26-35,on_time,417.0,60.0,4,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,3.2249002,6.6882233,Zenith Bank,Permanent,36-50,on_time,424.0,60.0,2,10000.0,10000.0,1.3,0
30000.0,34500.0,30,False,Savings,7.0238027,4.8027958,First Bank,Permanent,36-50,on_time,415.0,60.0,7,30000.0,19167.0,1.1466666666666667,1
20000.0,24500.0,30,False,Savings,3.3361672,6.6162374,GT Bank,Permanent,36-50,on_time,421.0,60.0,4,10000.0,10000.0,1.3,1
